func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_floor(CRS)	CRS	float	10000	10000	0.000335154	2.4168
m_floor(CRS)	CRS	float	20000	20000	0.000571764	2.83334
m_floor(CRS)	CRS	float	30000	30000	0.000774992	3.13551
m_floor(CRS)	CRS	float	40000	40000	0.000967112	3.35018
m_floor(CRS)	CRS	float	50000	50000	0.00117817	3.43753
m_floor(CRS)	CRS	float	60000	60000	0.00133451	3.64179
m_floor(CRS)	CRS	float	70000	70000	0.00140986	4.02166
m_floor(CRS)	CRS	float	80000	80000	0.00147982	4.37891
m_floor(CRS)	CRS	float	90000	90000	0.0016359	4.45627
m_floor(CRS)	CRS	float	100000	100000	0.00170439	4.75242
m_floor(CRS)	CRS	double	10000	10000	0.000393307	2.05946
m_floor(CRS)	CRS	double	20000	20000	0.00067939	2.38449
m_floor(CRS)	CRS	double	30000	30000	0.000946943	2.56615
m_floor(CRS)	CRS	double	40000	40000	0.00127186	2.54745
m_floor(CRS)	CRS	double	50000	50000	0.00156538	2.58723
m_floor(CRS)	CRS	double	60000	60000	0.00179145	2.71288
m_floor(CRS)	CRS	double	70000	70000	0.00205738	2.75593
m_floor(CRS)	CRS	double	80000	80000	0.00237355	2.73009
m_floor(CRS)	CRS	double	90000	90000	0.00261244	2.79049
m_floor(CRS)	CRS	double	100000	100000	0.00289311	2.79976
