func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sqrt(Dense)	Dense	float	1000	1000	0.00137358	0.728027
m_sqrt(Dense)	Dense	float	2000	2000	0.00253086	1.58049
m_sqrt(Dense)	Dense	float	3000	3000	0.00599844	1.50039
m_sqrt(Dense)	Dense	float	4000	4000	0.00805237	1.98699
m_sqrt(Dense)	Dense	float	5000	5000	0.0140156	1.78373
m_sqrt(Dense)	Dense	float	6000	6000	0.0182358	1.97414
m_sqrt(Dense)	Dense	float	7000	7000	0.0249679	1.96252
m_sqrt(Dense)	Dense	float	8000	8000	0.0430713	1.48591
m_sqrt(Dense)	Dense	float	9000	9000	0.0378611	2.1394
m_sqrt(Dense)	Dense	float	10000	10000	0.0433278	2.30799
m_sqrt(Dense)	Dense	double	1000	1000	0.000760048	1.31571
m_sqrt(Dense)	Dense	double	2000	2000	0.00317368	1.26037
m_sqrt(Dense)	Dense	double	3000	3000	0.011258	0.799432
m_sqrt(Dense)	Dense	double	4000	4000	0.0209894	0.762288
m_sqrt(Dense)	Dense	double	5000	5000	0.0281032	0.889579
m_sqrt(Dense)	Dense	double	6000	6000	0.030361	1.18573
m_sqrt(Dense)	Dense	double	7000	7000	0.039434	1.24258
m_sqrt(Dense)	Dense	double	8000	8000	0.0506235	1.26424
m_sqrt(Dense)	Dense	double	9000	9000	0.0592626	1.3668
m_sqrt(Dense)	Dense	double	10000	10000	0.0800355	1.24945
