func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00242427	66.8242
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.00549207	66.3684
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0101295	63.9716
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.0200924	50.3923
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.0366418	39.7906
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0151652	10.6823
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0343778	10.6028
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0665666	9.73461
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0909072	11.1377
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.129341	11.2725
