func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asin(CRS)	CRS	float	10000	10000	0.00194284	0.416916
m_asin(CRS)	CRS	float	20000	20000	0.00238635	0.678861
m_asin(CRS)	CRS	float	30000	30000	0.00360087	0.674838
m_asin(CRS)	CRS	float	40000	40000	0.00492959	0.657255
m_asin(CRS)	CRS	float	50000	50000	0.006456	0.627323
m_asin(CRS)	CRS	float	60000	60000	0.00779313	0.623626
m_asin(CRS)	CRS	float	70000	70000	0.00918838	0.617084
m_asin(CRS)	CRS	float	80000	80000	0.0100105	0.647322
m_asin(CRS)	CRS	float	90000	90000	0.0115803	0.629518
m_asin(CRS)	CRS	float	100000	100000	0.012552	0.645315
m_asin(CRS)	CRS	double	10000	10000	0.0017074	0.474406
m_asin(CRS)	CRS	double	20000	20000	0.00338552	0.478509
m_asin(CRS)	CRS	double	30000	30000	0.00518839	0.468353
m_asin(CRS)	CRS	double	40000	40000	0.00692664	0.467759
m_asin(CRS)	CRS	double	50000	50000	0.00867221	0.467009
m_asin(CRS)	CRS	double	60000	60000	0.0121718	0.399284
m_asin(CRS)	CRS	double	70000	70000	0.0105854	0.535642
m_asin(CRS)	CRS	double	80000	80000	0.0166134	0.390046
m_asin(CRS)	CRS	double	90000	90000	0.0189689	0.384312
m_asin(CRS)	CRS	double	100000	100000	0.0211934	0.382195
