func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00875651	228.401
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0276224	244.367
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0440081	363.569
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0706269	442.466
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.122754	439.906
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.167956	510.549
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.246032	520.259
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.342016	532.869
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.482511	518.122
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0129805	154.077
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0405139	166.609
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0867464	184.446
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.132917	235.109
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.214383	251.886
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.320487	267.562
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.493504	259.37
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.702515	259.425
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.936286	267.012
