func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sinh(Dense)	Dense	float	1000	1000	0.000199141	5.02156
m_sinh(Dense)	Dense	float	2000	2000	0.00060175	6.64728
m_sinh(Dense)	Dense	float	3000	3000	0.00126983	7.08756
m_sinh(Dense)	Dense	float	4000	4000	0.00222426	7.19339
m_sinh(Dense)	Dense	float	5000	5000	0.00299359	8.35118
m_sinh(Dense)	Dense	float	6000	6000	0.00380803	9.45371
m_sinh(Dense)	Dense	float	7000	7000	0.00510327	9.60168
m_sinh(Dense)	Dense	float	8000	8000	0.00707134	9.05062
m_sinh(Dense)	Dense	float	9000	9000	0.00854335	9.48106
m_sinh(Dense)	Dense	float	10000	10000	0.010396	9.61907
m_sinh(Dense)	Dense	double	1000	1000	0.000604727	1.65364
m_sinh(Dense)	Dense	double	2000	2000	0.00146902	2.7229
m_sinh(Dense)	Dense	double	3000	3000	0.0029292	3.07251
m_sinh(Dense)	Dense	double	4000	4000	0.00511322	3.12914
m_sinh(Dense)	Dense	double	5000	5000	0.00774118	3.22948
m_sinh(Dense)	Dense	double	6000	6000	0.0109748	3.28024
m_sinh(Dense)	Dense	double	7000	7000	0.0147535	3.32125
m_sinh(Dense)	Dense	double	8000	8000	0.0190565	3.35843
m_sinh(Dense)	Dense	double	9000	9000	0.0239376	3.3838
m_sinh(Dense)	Dense	double	10000	10000	0.0293724	3.40456
