func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_mul(Dense,Dense,Dense)	Dense	float	1000	1000	0.000812207	1.23121	14.7746
mm_mul(Dense,Dense,Dense)	Dense	float	2000	2000	0.00935897	0.427397	5.12877
mm_mul(Dense,Dense,Dense)	Dense	float	3000	3000	0.0195963	0.45927	5.51124
mm_mul(Dense,Dense,Dense)	Dense	float	4000	4000	0.00772507	2.07118	24.8541
mm_mul(Dense,Dense,Dense)	Dense	float	5000	5000	0.0229391	1.08984	13.0781
mm_mul(Dense,Dense,Dense)	Dense	float	6000	6000	0.0176729	2.03702	24.4443
mm_mul(Dense,Dense,Dense)	Dense	float	7000	7000	0.0351328	1.39471	16.7365
mm_mul(Dense,Dense,Dense)	Dense	float	8000	8000	0.0416784	1.53557	18.4268
mm_mul(Dense,Dense,Dense)	Dense	float	9000	9000	0.0757976	1.06864	12.8236
mm_mul(Dense,Dense,Dense)	Dense	float	10000	10000	0.0837559	1.19395	14.3273
mm_mul(Dense,Dense,Dense)	Dense	double	1000	1000	0.000633998	1.57729	37.855
mm_mul(Dense,Dense,Dense)	Dense	double	2000	2000	0.0044188	0.905223	21.7253
mm_mul(Dense,Dense,Dense)	Dense	double	3000	3000	0.0097536	0.922736	22.1457
mm_mul(Dense,Dense,Dense)	Dense	double	4000	4000	0.0190674	0.839127	20.139
mm_mul(Dense,Dense,Dense)	Dense	double	5000	5000	0.0299127	0.835764	20.0583
mm_mul(Dense,Dense,Dense)	Dense	double	6000	6000	0.0460781	0.781282	18.7508
mm_mul(Dense,Dense,Dense)	Dense	double	7000	7000	0.0793882	0.61722	14.8133
mm_mul(Dense,Dense,Dense)	Dense	double	8000	8000	0.0856518	0.747211	17.9331
mm_mul(Dense,Dense,Dense)	Dense	double	9000	9000	0.101274	0.799812	19.1955
mm_mul(Dense,Dense,Dense)	Dense	double	10000	10000	0.114758	0.871398	20.9136
