func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00650606	307.406
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0137661	490.334
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0315271	507.501
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.060772	514.217
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.105189	513.364
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.160109	535.572
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.237836	538.186
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.339416	536.952
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.452386	552.626
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00867982	230.419
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0277533	243.214
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0615816	259.818
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.114491	272.948
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.197198	273.836
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.308476	277.979
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.452731	282.729
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.665667	273.786
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.907141	275.591
