func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00279458	57.9693
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.00633005	57.5824
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0113861	56.9115
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.0209407	48.3509
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.0295714	49.3044
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0149856	10.8104
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0317366	11.4851
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0543725	11.9178
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0852179	11.8813
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.123478	11.8078
