func	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.0024364
convert(COO,Dense)	Dense	float	2000	2000	0.00580126
convert(COO,Dense)	Dense	float	3000	3000	0.0165473
convert(COO,Dense)	Dense	float	4000	4000	0.0279743
convert(COO,Dense)	Dense	float	5000	5000	0.0435868
convert(COO,Dense)	Dense	double	1000	1000	0.0028996
convert(COO,Dense)	Dense	double	2000	2000	0.00927962
convert(COO,Dense)	Dense	double	3000	3000	0.0293366
convert(COO,Dense)	Dense	double	4000	4000	0.0520949
convert(COO,Dense)	Dense	double	5000	5000	0.0795875
