func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(Dense)	Dense	float	1000	1000	0.00164498	0.607911
m_tanh(Dense)	Dense	float	2000	2000	0.00108157	3.69833
m_tanh(Dense)	Dense	float	3000	3000	0.0024858	3.62057
m_tanh(Dense)	Dense	float	4000	4000	0.0048495	3.29931
m_tanh(Dense)	Dense	float	5000	5000	0.00875683	2.85492
m_tanh(Dense)	Dense	float	6000	6000	0.0120504	2.98746
m_tanh(Dense)	Dense	float	7000	7000	0.0173885	2.81795
m_tanh(Dense)	Dense	float	8000	8000	0.0229669	2.78662
m_tanh(Dense)	Dense	float	9000	9000	0.0300808	2.69275
m_tanh(Dense)	Dense	float	10000	10000	0.0312536	3.19963
m_tanh(Dense)	Dense	double	1000	1000	0.000727225	1.37509
m_tanh(Dense)	Dense	double	2000	2000	0.00289796	1.38028
m_tanh(Dense)	Dense	double	3000	3000	0.00694992	1.29498
m_tanh(Dense)	Dense	double	4000	4000	0.0124528	1.28486
m_tanh(Dense)	Dense	double	5000	5000	0.0196036	1.27528
m_tanh(Dense)	Dense	double	6000	6000	0.0281867	1.2772
m_tanh(Dense)	Dense	double	7000	7000	0.0385444	1.27126
m_tanh(Dense)	Dense	double	8000	8000	0.05029	1.27262
m_tanh(Dense)	Dense	double	9000	9000	0.0637667	1.27026
m_tanh(Dense)	Dense	double	10000	10000	0.0784927	1.274
