func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	CRS	float	10000	10000	0.00885376	0.182973
matvec(CRS)	CRS	float	20000	20000	0.000467548	6.92978
matvec(CRS)	CRS	float	30000	30000	0.000644243	7.54373
matvec(CRS)	CRS	float	40000	40000	0.000812339	7.97696
matvec(CRS)	CRS	float	50000	50000	0.000978939	8.27427
matvec(CRS)	CRS	float	60000	60000	0.00115272	8.4322
matvec(CRS)	CRS	float	70000	70000	0.00129642	8.74716
matvec(CRS)	CRS	float	80000	80000	0.00145801	8.88881
matvec(CRS)	CRS	float	90000	90000	0.00161557	9.0247
matvec(CRS)	CRS	float	100000	100000	0.00177568	9.12325
matvec(CRS)	CRS	double	10000	10000	0.000356708	4.54153
matvec(CRS)	CRS	double	20000	20000	0.000572672	5.65769
matvec(CRS)	CRS	double	30000	30000	0.000807591	6.0179
matvec(CRS)	CRS	double	40000	40000	0.00100056	6.47636
matvec(CRS)	CRS	double	50000	50000	0.00122631	6.60516
matvec(CRS)	CRS	double	60000	60000	0.00141699	6.85963
matvec(CRS)	CRS	double	70000	70000	0.0016202	6.99912
matvec(CRS)	CRS	double	80000	80000	0.0018131	7.14799
matvec(CRS)	CRS	double	90000	90000	0.00199771	7.29836
matvec(CRS)	CRS	double	100000	100000	0.00222644	7.2762
