func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00758281	263.755
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00467408	1444.13
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00923963	1731.67
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0156222	2000.36
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.025977	2078.76
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0417206	2055.34
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0619581	2065.91
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0897545	2030.54
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.123245	2028.47
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0280657	71.2614
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0888065	76.0079
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208425	76.766
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.405223	77.1181
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.680459	79.3582
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08566	78.9839
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.61953	79.0354
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31147	78.8459
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.17369	78.7727
