func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00449875	444.568
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0132002	511.356
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0300725	532.047
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0640708	487.742
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.101939	529.73
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.160716	533.549
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.237523	538.895
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.33372	546.117
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.465097	537.522
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00890657	224.553
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0275669	244.859
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0643681	248.57
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.120116	260.164
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.204418	264.165
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.31816	269.518
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.47789	267.844
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.669977	272.024
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.91845	272.198
