func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	0.000393626	0.00254048	0.0101619	
sum	float	10000	9.539e-06	1.04833	4.19331	
sum	float	100000	2.05961e-05	4.85529	19.4212	
sum	float	1000000	8.29072e-05	12.0617	48.2467	
sum	float	10000000	0.00080281	12.4562	49.825	
sum	float	100000000	0.00832796	12.0077	48.031	
sum	double	1000	9.1007e-06	0.109882	0.879053	
sum	double	10000	9.4219e-06	1.06136	8.49086	
sum	double	100000	8.36942e-05	1.19483	9.55861	
sum	double	1000000	8.14849e-05	12.2722	98.1777	
sum	double	10000000	0.00724632	1.38001	11.0401	
sum	double	100000000	0.0157563	6.34666	50.7733	
