func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	0.000933314	0.00107145	0.0042858	
sum	float	10000	0.000943475	0.0105991	0.0423965	
sum	float	100000	0.00103748	0.096387	0.385548	
sum	float	1000000	0.00193779	0.516051	2.0642	
sum	float	10000000	0.0110485	0.905097	3.62039	
sum	float	100000000	0.0829361	1.20575	4.82299	
sum	double	1000	0.000729777	0.00137028	0.0109622	
sum	double	10000	0.000741067	0.0134941	0.107952	
sum	double	100000	0.000852157	0.117349	0.938794	
sum	double	1000000	0.00198904	0.502754	4.02204	
sum	double	10000000	0.0132207	0.756387	6.0511	
sum	double	100000000	0.126012	0.793577	6.34861	
