func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_add	float	1000	1.64805e-05	0.121356	0.485422	
sv_add	float	10000	2.44795e-05	0.81701	3.26804	
sv_add	float	100000	0.000142275	1.40573	5.62292	
sv_add	float	1000000	0.000886966	2.25488	9.01952	
sv_add	float	10000000	0.0234284	0.853666	3.41466	
sv_add	float	100000000	0.220694	0.906233	3.62493	
sv_add	double	1000	1.66405e-05	0.120189	0.96151	
sv_add	double	10000	3.34368e-05	0.598143	4.78515	
sv_add	double	100000	0.000198758	1.00625	8.05001	
sv_add	double	1000000	0.00154044	1.29833	10.3866	
sv_add	double	10000000	0.0424062	0.471629	3.77303	
sv_add	double	100000000	0.409726	0.488131	3.90505	
