func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	7.5393e-06	0.265277	1.59166	
axpyz	float	10000	7.615e-06	2.6264	15.7584	
axpyz	float	100000	1.11122e-05	17.9982	107.989	
axpyz	float	1000000	4.02595e-05	49.6777	298.066	
axpyz	float	10000000	0.00294941	6.78101	40.6861	
axpyz	float	100000000	0.0458204	4.36487	26.1892	
axpyz	double	1000	6.9184e-06	0.289084	3.46901	
axpyz	double	10000	7.4104e-06	2.69891	32.3869	
axpyz	double	100000	1.13022e-05	17.6957	212.348	
axpyz	double	1000000	7.47403e-05	26.7593	321.112	
axpyz	double	10000000	0.0209266	0.955723	11.4687	
axpyz	double	100000000	0.0631383	3.16765	38.0118	
