func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000486329	0.00411244	0.0246747	
axpy	float	10000	0.000487546	0.0410217	0.24613	
axpy	float	100000	0.000503312	0.397368	2.38421	
axpy	float	1000000	0.000602359	3.32028	19.9217	
axpy	float	10000000	0.0016872	11.8539	71.1237	
axpy	float	100000000	0.01248	16.0257	96.1542	
axpy	double	1000	0.000432005	0.00462958	0.0555549	
axpy	double	10000	0.000447279	0.0447148	0.536578	
axpy	double	100000	0.000456117	0.438484	5.26181	
axpy	double	1000000	0.000666026	3.00289	36.0346	
axpy	double	10000000	0.00283135	7.06376	84.7651	
axpy	double	100000000	0.0244116	8.19283	98.3139	
