func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_div	float	1000	0.00183405	0.00109048	0.00436192	
sv_div	float	10000	0.00192421	0.0103939	0.0415756	
sv_div	float	100000	0.00327018	0.0611587	0.244635	
sv_div	float	1000000	0.0149037	0.134195	0.53678	
sv_div	float	10000000	0.114874	0.174104	0.696415	
