func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_add	float	1000	0.00183687	0.00108881	0.00653285	
vv_add	float	10000	0.00189407	0.0105593	0.0633555	
vv_add	float	100000	0.00302111	0.0662009	0.397205	
vv_add	float	1000000	0.0123198	0.16234	0.974038	
vv_add	float	10000000	0.0974892	0.205151	1.23091	
