func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	0.000499506	0.00200198	0.00800792	
asum	float	10000	0.000503892	0.0198455	0.0793822	
asum	float	100000	0.000516233	0.193711	0.774843	
asum	float	1000000	0.000554706	1.80276	7.21103	
asum	float	10000000	0.000936072	10.6829	42.7317	
asum	float	100000000	0.00483804	20.6695	82.6781	
asum	double	1000	0.0004725	0.0021164	0.0169312	
asum	double	10000	0.000466305	0.0214452	0.171562	
asum	double	100000	0.000481645	0.207622	1.66097	
asum	double	1000000	0.000538382	1.85742	14.8593	
asum	double	10000000	0.00123535	8.09489	64.7591	
asum	double	100000000	0.00825832	12.109	96.872	
