func	prec	M	N	time[sec]	perf[GFLOPS] 
mscal(CRS)	float	1000	1000	0.00113622	0.0712891	
mscal(CRS)	float	10000	10000	0.00302001	0.268211	
mscal(CRS)	float	100000	100000	0.0210473	0.384847	
mscal(CRS)	float	1000000	1000000	0.170245	0.475785	
mscal(CRS)	double	1000	1000	0.000994585	0.081441	
mscal(CRS)	double	10000	10000	0.00297657	0.272125	
mscal(CRS)	double	100000	100000	0.0226188	0.358109	
mscal(CRS)	double	1000000	1000000	0.220187	0.367869	
