func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	2.556e-07	3.91236	31.2989	
scal	float	10000	1.6828e-06	5.94248	47.5398	
scal	float	100000	9.836e-06	10.1667	81.3339	
scal	float	1000000	2.11889e-05	47.1945	377.556	
scal	float	10000000	0.000529245	18.8949	151.159	
scal	float	100000000	0.0155243	6.4415	51.532	
scal	double	1000	3.074e-07	3.25309	52.0494	
scal	double	10000	9.0917e-06	1.0999	17.5985	
scal	double	100000	1.14935e-05	8.70057	139.209	
scal	double	1000000	4.13371e-05	24.1913	387.062	
scal	double	10000000	0.00938467	1.06557	17.0491	
scal	double	100000000	0.042705	2.34165	37.4664	
