func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	0.000513904	0.00389178	0.00778356	
nrm2	float	10000	0.000521264	0.0383683	0.0767365	
nrm2	float	100000	0.00054041	0.370089	0.740178	
nrm2	float	1000000	0.000559174	3.5767	7.15341	
nrm2	float	10000000	0.000957497	20.8878	41.7756	
nrm2	float	100000000	0.00465999	42.9186	85.8371	
nrm2	double	1000	0.000505062	0.00395991	0.0158396	
nrm2	double	10000	0.000540303	0.0370162	0.148065	
nrm2	double	100000	0.000527716	0.378992	1.51597	
nrm2	double	1000000	0.000600071	3.33294	13.3318	
nrm2	double	10000000	0.00133769	14.9511	59.8044	
nrm2	double	100000000	0.008602	23.2504	93.0016	
