func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	0.000930778	0.00214874	0.0128924	
axpyz	float	10000	0.000962491	0.0207794	0.124677	
axpyz	float	100000	0.00127166	0.157275	0.94365	
axpyz	float	1000000	0.00419408	0.476863	2.86118	
axpyz	float	10000000	0.031286	0.639263	3.83558	
axpyz	float	100000000	0.266088	0.75163	4.50978	
axpyz	double	1000	0.000733405	0.00272701	0.0327241	
axpyz	double	10000	0.000760409	0.0263016	0.31562	
axpyz	double	100000	0.00108922	0.183618	2.20341	
axpyz	double	1000000	0.00407305	0.491032	5.89239	
axpyz	double	10000000	0.0351828	0.568459	6.82151	
axpyz	double	100000000	0.341807	0.585125	7.02151	
