func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	0.000765866	0.00391714	0.0104457	
xpay	float	10000	7.4669e-06	4.01773	10.714	
xpay	float	100000	9.1439e-06	32.8088	87.49	
xpay	float	1000000	3.34002e-05	89.8198	239.52	
xpay	float	10000000	0.00618307	4.85196	12.9386	
xpay	float	100000000	0.0436831	6.86765	18.3137	
xpay	double	1000	7.5855e-06	0.395491	2.10929	
xpay	double	10000	7.7664e-06	3.86279	20.6016	
xpay	double	100000	1.15112e-05	26.0616	138.995	
xpay	double	1000000	6.05472e-05	49.5481	264.257	
xpay	double	10000000	0.0141882	2.11444	11.277	
xpay	double	100000000	0.0892452	3.36153	17.9281	
