func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_sub	float	1000	1.64758e-05	0.12139	0.728341	
vv_sub	float	10000	2.54154e-05	0.786924	4.72155	
vv_sub	float	100000	0.000114272	1.75021	10.5013	
vv_sub	float	1000000	0.000825595	2.42249	14.535	
vv_sub	float	10000000	0.0270072	0.740543	4.44326	
vv_sub	float	100000000	0.251102	0.796488	4.77893	
vv_sub	double	1000	0.000220077	0.00908772	0.109053	
vv_sub	double	10000	3.39734e-05	0.588696	7.06435	
vv_sub	double	100000	0.000136886	1.46107	17.5328	
vv_sub	double	1000000	0.00166089	1.20417	14.4501	
vv_sub	double	10000000	0.0464451	0.430616	5.16739	
vv_sub	double	100000000	0.413437	0.48375	5.805	
