func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_sub	float	1000	1.77256e-05	0.112831	0.451325	
sv_sub	float	10000	2.38984e-05	0.836876	3.3475	
sv_sub	float	100000	0.000116024	1.72379	6.89514	
sv_sub	float	1000000	0.000822738	2.43091	9.72363	
sv_sub	float	10000000	0.023631	0.846344	3.38538	
sv_sub	float	100000000	0.223659	0.894217	3.57687	
sv_sub	double	1000	1.75573e-05	0.113913	0.911302	
sv_sub	double	10000	3.50849e-05	0.570046	4.56037	
sv_sub	double	100000	0.000135426	1.47683	11.8146	
sv_sub	double	1000000	0.00153434	1.3035	10.428	
sv_sub	double	10000000	0.0496763	0.402607	3.22085	
sv_sub	double	100000000	0.439917	0.454632	3.63705	
