func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.000233362	0.00428519	0.0342815	
tanh	float	10000	4.2135e-05	0.237332	1.89866	
tanh	float	100000	0.000155327	0.643805	5.15044	
tanh	float	1000000	0.0012279	0.814398	6.51518	
tanh	float	10000000	0.0111042	0.900556	7.20445	
tanh	float	100000000	0.109931	0.90966	7.27728	
tanh	double	1000	1.25594e-05	0.0796216	1.27395	
tanh	double	10000	2.80038e-05	0.357094	5.71351	
tanh	double	100000	0.000263745	0.379154	6.06646	
tanh	double	1000000	0.00194076	0.515262	8.24419	
tanh	double	10000000	0.0187388	0.533651	8.53842	
tanh	double	100000000	0.18522	0.539898	8.63837	
