func	prec	M	N	K	time[sec]	perf[GFLOPS] 
matmul(Dense,Dense,Dense)	float	1000	1000	1000	0.00591369	338.198	
matmul(Dense,Dense,Dense)	float	2000	2000	2000	0.030904	517.733	
matmul(Dense,Dense,Dense)	float	3000	3000	3000	0.102673	525.944	
matmul(Dense,Dense,Dense)	float	4000	4000	4000	0.23781	538.246	
matmul(Dense,Dense,Dense)	float	5000	5000	5000	0.450376	555.091	
matmul(Dense,Dense,Dense)	double	1000	1000	1000	0.00888325	225.143	
matmul(Dense,Dense,Dense)	double	2000	2000	2000	0.0630849	253.627	
matmul(Dense,Dense,Dense)	double	3000	3000	3000	0.195438	276.302	
matmul(Dense,Dense,Dense)	double	4000	4000	4000	0.447935	285.756	
matmul(Dense,Dense,Dense)	double	5000	5000	5000	0.875184	285.654	
