func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	2.607e-07	7.67165	30.6866	
dot	float	10000	8.8185e-06	2.26796	9.07184	
dot	float	100000	1.04338e-05	19.1685	76.6739	
dot	float	1000000	2.84003e-05	70.4218	281.687	
dot	float	10000000	0.0070568	2.83415	11.3366	
dot	float	100000000	0.0149378	13.3888	53.5553	
dot	double	1000	4.4e-07	4.54545	36.3636	
dot	double	10000	9.0231e-06	2.21653	17.7323	
dot	double	100000	1.06911e-05	18.7071	149.657	
dot	double	1000000	4.8054e-05	41.6198	332.959	
dot	double	10000000	0.0159679	1.25251	10.0201	
dot	double	100000000	0.0329671	6.06666	48.5333	
