func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	3.472e-07	5.76037	11.5207	
nrm2	float	10000	2.1472e-06	9.31446	18.6289	
nrm2	float	100000	1.00048e-05	19.9904	39.9808	
nrm2	float	1000000	2.65305e-05	75.3849	150.77	
nrm2	float	10000000	0.00031379	63.737	127.474	
nrm2	float	100000000	0.011968	16.7112	33.4225	
nrm2	double	1000	5.006e-07	3.99521	15.9808	
nrm2	double	10000	7.0879e-06	2.82171	11.2868	
nrm2	double	100000	1.11704e-05	17.9045	71.6178	
nrm2	double	1000000	3.33423e-05	59.9839	239.935	
nrm2	double	10000000	0.00503175	3.97476	15.899	
nrm2	double	100000000	0.0152638	13.1029	52.4116	
