func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	3.011e-07	6.64231	39.8539	
axpy	float	10000	1.07955e-05	1.85262	11.1157	
axpy	float	100000	1.43198e-05	13.9667	83.8001	
axpy	float	1000000	3.37312e-05	59.2923	355.754	
axpy	float	10000000	0.00786696	2.54228	15.2537	
axpy	float	100000000	0.0255905	7.81541	46.8925	
axpy	double	1000	4.542e-07	4.40335	52.8402	
axpy	double	10000	7.5483e-06	2.6496	31.7952	
axpy	double	100000	1.26681e-05	15.7877	189.452	
axpy	double	1000000	5.93257e-05	33.7122	404.546	
axpy	double	10000000	0.0170953	1.16991	14.039	
axpy	double	100000000	0.070151	2.85099	34.2119	
