func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00753733	265.346
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00468502	1440.76
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00918981	1741.06
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0158161	1975.83
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0259386	2081.84
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.041424	2070.05
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0609638	2099.61
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0886052	2056.88
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.122495	2040.9
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.027907	71.6666
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0884905	76.2794
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208921	76.5838
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406444	76.8863
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.683062	79.0558
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.09266	78.4785
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.62557	78.7417
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31966	78.5676
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.18769	78.4268
