func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	CRS	float	10000	10000	0.00167171	0.484535
m_tanh(CRS)	CRS	float	20000	20000	0.00335376	0.48304
m_tanh(CRS)	CRS	float	30000	30000	0.00501562	0.484486
m_tanh(CRS)	CRS	float	40000	40000	0.00669669	0.483821
m_tanh(CRS)	CRS	float	50000	50000	0.0084777	0.477724
m_tanh(CRS)	CRS	float	60000	60000	0.0101296	0.479782
m_tanh(CRS)	CRS	float	70000	70000	0.0116808	0.48541
m_tanh(CRS)	CRS	float	80000	80000	0.0133074	0.486946
m_tanh(CRS)	CRS	float	90000	90000	0.0147713	0.493525
m_tanh(CRS)	CRS	float	100000	100000	0.0166708	0.485879
m_tanh(CRS)	CRS	double	10000	10000	0.00280519	0.28875
m_tanh(CRS)	CRS	double	20000	20000	0.00555886	0.291427
m_tanh(CRS)	CRS	double	30000	30000	0.00829749	0.29286
m_tanh(CRS)	CRS	double	40000	40000	0.0111843	0.289692
m_tanh(CRS)	CRS	double	50000	50000	0.0138033	0.293408
m_tanh(CRS)	CRS	double	60000	60000	0.0166209	0.292403
m_tanh(CRS)	CRS	double	70000	70000	0.0192627	0.294351
m_tanh(CRS)	CRS	double	80000	80000	0.022114	0.293028
m_tanh(CRS)	CRS	double	90000	90000	0.0247305	0.294778
m_tanh(CRS)	CRS	double	100000	100000	0.0276368	0.293087
