func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0362891	4.46415
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0517766	7.03987
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.102762	6.30585
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.134406	7.53313
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.168613	8.64702
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.036102	4.48729
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0589451	6.18372
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0842969	7.68711
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.113647	8.90918
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.14423	10.1088
