func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00474747	421.277
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0135215	499.206
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0309804	516.456
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0630393	495.723
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.105249	513.069
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.159249	538.466
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.237111	539.832
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.337501	539.998
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.473073	528.46
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00874138	228.797
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0280434	240.699
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0632244	253.067
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.119975	260.471
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.204733	263.758
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.321015	267.122
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.477801	267.894
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.673066	270.776
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.920505	271.59
