func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000485654	0.00411816	0.0247089
axpy	float	10000	0.000494025	0.0404838	0.242903
axpy	float	100000	0.000506222	0.395083	2.3705
axpy	float	1000000	0.000614515	3.2546	19.5276
axpy	float	10000000	0.00168401	11.8764	71.2585
axpy	float	100000000	0.0124733	16.0342	96.2053
axpy	double	1000	0.000431867	0.00463105	0.0555726
axpy	double	10000	0.000439031	0.0455548	0.546658
axpy	double	100000	0.000442148	0.452338	5.42805
axpy	double	1000000	0.000655818	3.04963	36.5955
axpy	double	10000000	0.00282224	7.08658	85.039
axpy	double	100000000	0.0244096	8.19349	98.3219
