func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	float	1000	1000	0.0165268	0.121016
matvec(Dense)	float	2000	2000	0.000690857	11.5798
matvec(Dense)	float	3000	3000	0.000902462	19.9454
matvec(Dense)	float	4000	4000	0.00147568	21.685
matvec(Dense)	float	5000	5000	0.0015332	32.6115
matvec(Dense)	float	6000	6000	0.00195776	36.7767
matvec(Dense)	float	7000	7000	0.0024913	39.3368
matvec(Dense)	float	8000	8000	0.00318495	40.189
matvec(Dense)	float	9000	9000	0.00379416	42.6972
matvec(Dense)	float	10000	10000	0.00454191	44.0343
matvec(Dense)	double	1000	1000	0.000556842	3.59168
matvec(Dense)	double	2000	2000	0.000814592	9.82087
matvec(Dense)	double	3000	3000	0.00121501	14.8147
matvec(Dense)	double	4000	4000	0.00183405	17.4477
matvec(Dense)	double	5000	5000	0.00249961	20.0032
matvec(Dense)	double	6000	6000	0.00345843	20.8187
matvec(Dense)	double	7000	7000	0.00443206	22.1116
matvec(Dense)	double	8000	8000	0.00568331	22.5221
matvec(Dense)	double	9000	9000	0.00709705	22.8264
