func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	float	1000	1000	0.00179933	1.11152
matvec(Dense)	float	2000	2000	6.40918e-05	124.821
matvec(Dense)	float	3000	3000	0.000165532	108.741
matvec(Dense)	float	4000	4000	0.00496179	6.44929
matvec(Dense)	float	5000	5000	0.00952078	5.25167
matvec(Dense)	float	6000	6000	0.0142586	5.04958
matvec(Dense)	float	7000	7000	0.0201563	4.862
matvec(Dense)	float	8000	8000	0.0261839	4.88851
matvec(Dense)	float	9000	9000	0.0201819	8.02698
matvec(Dense)	float	10000	10000	0.0427109	4.68264
matvec(Dense)	double	1000	1000	0.000142042	14.0804
matvec(Dense)	double	2000	2000	0.000151921	52.659
matvec(Dense)	double	3000	3000	0.00433216	4.15497
matvec(Dense)	double	4000	4000	0.00907152	3.52752
matvec(Dense)	double	5000	5000	0.0153519	3.25692
matvec(Dense)	double	6000	6000	0.0291789	2.46753
matvec(Dense)	double	7000	7000	0.0409118	2.3954
matvec(Dense)	double	8000	8000	0.054267	2.35871
matvec(Dense)	double	9000	9000	0.0536336	3.02049
matvec(Dense)	double	10000	10000	0.0479444	4.1715
