func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(CRS,CRS,CRS)	float	1000	1000	0.00146451	0.110617	0.663704
matadd(CRS,CRS,CRS)	float	10000	10000	0.0063592	0.254749	1.52849
matadd(CRS,CRS,CRS)	float	100000	100000	0.0447746	0.361812	2.17087
