func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(Dense)	float	1000	1000	0.00331358	0.603576
mv_mul(Dense)	float	2000	2000	6.75611e-05	118.411
mv_mul(Dense)	float	3000	3000	0.000174113	103.381
mv_mul(Dense)	float	4000	4000	0.00500476	6.39391
mv_mul(Dense)	float	5000	5000	0.00955483	5.23295
mv_mul(Dense)	float	6000	6000	0.0144878	4.9697
mv_mul(Dense)	float	7000	7000	0.0201427	4.86529
mv_mul(Dense)	float	8000	8000	0.0259052	4.94109
mv_mul(Dense)	float	9000	9000	0.0194776	8.31726
mv_mul(Dense)	float	10000	10000	0.0424949	4.70645
mv_mul(Dense)	double	1000	1000	0.0002575	7.76699
mv_mul(Dense)	double	2000	2000	0.000143729	55.6603
mv_mul(Dense)	double	3000	3000	0.00593223	3.03427
mv_mul(Dense)	double	4000	4000	0.0127242	2.51489
mv_mul(Dense)	double	5000	5000	0.0189993	2.63167
mv_mul(Dense)	double	6000	6000	0.0295742	2.43455
mv_mul(Dense)	double	7000	7000	0.0413999	2.36715
mv_mul(Dense)	double	8000	8000	0.0506517	2.52706
mv_mul(Dense)	double	9000	9000	0.0527764	3.06955
mv_mul(Dense)	double	10000	10000	0.0630736	3.1709
