func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asin(CRS)	CRS	float	10000	10000	0.000507097	1.59733
m_asin(CRS)	CRS	float	20000	20000	0.00084699	1.91265
m_asin(CRS)	CRS	float	30000	30000	0.00123003	1.97556
m_asin(CRS)	CRS	float	40000	40000	0.00145973	2.21959
m_asin(CRS)	CRS	float	50000	50000	0.00176735	2.29157
m_asin(CRS)	CRS	float	60000	60000	0.00194227	2.50223
m_asin(CRS)	CRS	float	70000	70000	0.00224293	2.52795
m_asin(CRS)	CRS	float	80000	80000	0.00252014	2.57128
m_asin(CRS)	CRS	float	90000	90000	0.0025812	2.82427
m_asin(CRS)	CRS	float	100000	100000	0.00276134	2.93336
m_asin(CRS)	CRS	double	10000	10000	0.00135963	0.59575
m_asin(CRS)	CRS	double	20000	20000	0.00247343	0.654961
m_asin(CRS)	CRS	double	30000	30000	0.00355997	0.68259
m_asin(CRS)	CRS	double	40000	40000	0.00469014	0.690811
m_asin(CRS)	CRS	double	50000	50000	0.00577011	0.701893
m_asin(CRS)	CRS	double	60000	60000	0.00689705	0.704649
m_asin(CRS)	CRS	double	70000	70000	0.00797364	0.711093
m_asin(CRS)	CRS	double	80000	80000	0.00909321	0.71262
m_asin(CRS)	CRS	double	90000	90000	0.0101717	0.716697
m_asin(CRS)	CRS	double	100000	100000	0.0112755	0.718375
