func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sign(CRS)	CRS	float	10000	10000	0.000148687	5.4477
m_sign(CRS)	CRS	float	20000	20000	0.000203053	7.9782
m_sign(CRS)	CRS	float	30000	30000	0.000289322	8.39894
m_sign(CRS)	CRS	float	40000	40000	0.000385084	8.41375
m_sign(CRS)	CRS	float	50000	50000	0.000480878	8.4221
m_sign(CRS)	CRS	float	60000	60000	0.000593497	8.18875
m_sign(CRS)	CRS	float	70000	70000	0.00229738	2.46803
m_sign(CRS)	CRS	float	80000	80000	0.00374721	1.72929
m_sign(CRS)	CRS	float	90000	90000	0.00210471	3.46366
m_sign(CRS)	CRS	float	100000	100000	0.00574663	1.40952
m_sign(CRS)	CRS	double	10000	10000	0.000121116	6.68778
m_sign(CRS)	CRS	double	20000	20000	0.000223416	7.25105
m_sign(CRS)	CRS	double	30000	30000	0.000356749	6.81151
m_sign(CRS)	CRS	double	40000	40000	0.00367363	0.881961
m_sign(CRS)	CRS	double	50000	50000	0.00571804	0.708285
m_sign(CRS)	CRS	double	60000	60000	0.00868397	0.559652
m_sign(CRS)	CRS	double	70000	70000	0.0102736	0.551898
m_sign(CRS)	CRS	double	80000	80000	0.0118037	0.548979
m_sign(CRS)	CRS	double	90000	90000	0.0142569	0.511333
m_sign(CRS)	CRS	double	100000	100000	0.0158009	0.51263
