func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_div(Dense,Dense,Dense)	Dense	float	1000	1000	0.0140018	0.0714196	0.857035
mm_div(Dense,Dense,Dense)	Dense	float	2000	2000	0.0535258	0.0747303	0.896764
mm_div(Dense,Dense,Dense)	Dense	float	3000	3000	0.114688	0.078474	0.941688
mm_div(Dense,Dense,Dense)	Dense	float	4000	4000	0.183844	0.0870305	1.04437
mm_div(Dense,Dense,Dense)	Dense	float	5000	5000	0.289463	0.086367	1.0364
mm_div(Dense,Dense,Dense)	Dense	float	6000	6000	0.416213	0.0864942	1.03793
mm_div(Dense,Dense,Dense)	Dense	float	7000	7000	0.566608	0.0864796	1.03775
mm_div(Dense,Dense,Dense)	Dense	float	8000	8000	0.747542	0.085614	1.02737
mm_div(Dense,Dense,Dense)	Dense	float	9000	9000	0.940774	0.0860993	1.03319
mm_div(Dense,Dense,Dense)	Dense	float	10000	10000	1.15946	0.0862474	1.03497
mm_div(Dense,Dense,Dense)	Dense	double	1000	1000	0.0133027	0.0751726	1.80414
mm_div(Dense,Dense,Dense)	Dense	double	2000	2000	0.0543553	0.0735899	1.76616
mm_div(Dense,Dense,Dense)	Dense	double	3000	3000	0.115081	0.0782058	1.87694
mm_div(Dense,Dense,Dense)	Dense	double	4000	4000	0.185393	0.086303	2.07127
mm_div(Dense,Dense,Dense)	Dense	double	5000	5000	0.29489	0.0847773	2.03466
mm_div(Dense,Dense,Dense)	Dense	double	6000	6000	0.428853	0.0839449	2.01468
mm_div(Dense,Dense,Dense)	Dense	double	7000	7000	0.579761	0.0845176	2.02842
mm_div(Dense,Dense,Dense)	Dense	double	8000	8000	0.761438	0.0840515	2.01724
mm_div(Dense,Dense,Dense)	Dense	double	9000	9000	0.964924	0.0839444	2.01467
mm_div(Dense,Dense,Dense)	Dense	double	10000	10000	1.19151	0.0839274	2.01426
