func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_floor(Dense)	Dense	float	1000	1000	0.000181108	5.52158
m_floor(Dense)	Dense	float	2000	2000	0.000541799	7.38281
m_floor(Dense)	Dense	float	3000	3000	0.0011424	7.87814
m_floor(Dense)	Dense	float	4000	4000	0.00204693	7.8166
m_floor(Dense)	Dense	float	5000	5000	0.00283391	8.82175
m_floor(Dense)	Dense	float	6000	6000	0.00349807	10.2914
m_floor(Dense)	Dense	float	7000	7000	0.00487311	10.0552
m_floor(Dense)	Dense	float	8000	8000	0.00623494	10.2647
m_floor(Dense)	Dense	float	9000	9000	0.0078417	10.3294
m_floor(Dense)	Dense	float	10000	10000	0.00963727	10.3764
m_floor(Dense)	Dense	double	1000	1000	0.000240557	4.15702
m_floor(Dense)	Dense	double	2000	2000	0.000745424	5.36607
m_floor(Dense)	Dense	double	3000	3000	0.00152486	5.90217
m_floor(Dense)	Dense	double	4000	4000	0.00266056	6.01377
m_floor(Dense)	Dense	double	5000	5000	0.00417568	5.98705
m_floor(Dense)	Dense	double	6000	6000	0.00606219	5.93844
m_floor(Dense)	Dense	double	7000	7000	0.00818473	5.98676
m_floor(Dense)	Dense	double	8000	8000	0.0106308	6.02025
m_floor(Dense)	Dense	double	9000	9000	0.0133923	6.04823
m_floor(Dense)	Dense	double	10000	10000	0.0164545	6.07737
