func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asin(Dense)	Dense	float	1000	1000	0.000256192	3.90333
m_asin(Dense)	Dense	float	2000	2000	0.000824751	4.84995
m_asin(Dense)	Dense	float	3000	3000	0.00176698	5.09343
m_asin(Dense)	Dense	float	4000	4000	0.00290038	5.51652
m_asin(Dense)	Dense	float	5000	5000	0.00412611	6.05897
m_asin(Dense)	Dense	float	6000	6000	0.00541572	6.64732
m_asin(Dense)	Dense	float	7000	7000	0.00745649	6.57146
m_asin(Dense)	Dense	float	8000	8000	0.00957317	6.68535
m_asin(Dense)	Dense	float	9000	9000	0.0120692	6.71132
m_asin(Dense)	Dense	float	10000	10000	0.0147832	6.76445
m_asin(Dense)	Dense	double	1000	1000	0.000566462	1.76534
m_asin(Dense)	Dense	double	2000	2000	0.00176441	2.26704
m_asin(Dense)	Dense	double	3000	3000	0.00367136	2.45141
m_asin(Dense)	Dense	double	4000	4000	0.00648213	2.46832
m_asin(Dense)	Dense	double	5000	5000	0.0100007	2.49983
m_asin(Dense)	Dense	double	6000	6000	0.0143245	2.51317
m_asin(Dense)	Dense	double	7000	7000	0.0194119	2.52423
m_asin(Dense)	Dense	double	8000	8000	0.0252456	2.5351
m_asin(Dense)	Dense	double	9000	9000	0.0318526	2.54296
m_asin(Dense)	Dense	double	10000	10000	0.0393767	2.53957
