func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asinh	vector	float	1000	4.66766e-05	0.021424	0.171392
asinh	vector	float	10000	4.80955e-05	0.20792	1.66336
asinh	vector	float	100000	8.70943e-05	1.14818	9.18544
asinh	vector	float	1000000	0.000372819	2.68227	21.4581
asinh	vector	float	10000000	0.00238044	4.2009	33.6072
asinh	vector	float	100000000	0.0172222	5.80645	46.4516
asinh	vector	double	1000	7.26533e-05	0.013764	0.220224
asinh	vector	double	10000	6.9546e-05	0.14379	2.30064
asinh	vector	double	100000	0.000201289	0.496798	7.94876
asinh	vector	double	1000000	0.00130564	0.765911	12.2546
asinh	vector	double	10000000	0.0101725	0.983043	15.7287
asinh	vector	double	100000000	0.0995565	1.00446	16.0713
