func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_mul(CRS,CRS)	CRS	float	10000	10000	0.000114102	14.1978	56.7912
sm_mul(CRS,CRS)	CRS	float	20000	20000	0.000139421	23.239	92.9558
sm_mul(CRS,CRS)	CRS	float	30000	30000	0.000298817	16.2641	65.0566
sm_mul(CRS,CRS)	CRS	float	40000	40000	0.00263911	2.45537	9.82149
sm_mul(CRS,CRS)	CRS	float	50000	50000	0.00422807	1.91577	7.66308
sm_mul(CRS,CRS)	CRS	float	60000	60000	0.00590391	1.64637	6.58547
sm_mul(CRS,CRS)	CRS	float	70000	70000	0.00715327	1.58529	6.34115
sm_mul(CRS,CRS)	CRS	float	80000	80000	0.00843665	1.53616	6.14462
sm_mul(CRS,CRS)	CRS	float	90000	90000	0.00967252	1.50736	6.02945
sm_mul(CRS,CRS)	CRS	float	100000	100000	0.00688882	2.35164	9.40655
sm_mul(CRS,CRS)	CRS	double	10000	10000	0.000141437	11.4538	91.6307
sm_mul(CRS,CRS)	CRS	double	20000	20000	0.00276083	1.17356	9.38848
sm_mul(CRS,CRS)	CRS	double	30000	30000	0.00617291	0.787311	6.29848
sm_mul(CRS,CRS)	CRS	double	40000	40000	0.010737	0.603519	4.82815
sm_mul(CRS,CRS)	CRS	double	50000	50000	0.0127036	0.637614	5.10091
sm_mul(CRS,CRS)	CRS	double	60000	60000	0.0107292	0.905937	7.24749
sm_mul(CRS,CRS)	CRS	double	70000	70000	0.0177039	0.640537	5.12429
sm_mul(CRS,CRS)	CRS	double	80000	80000	0.0077013	1.68283	13.4627
sm_mul(CRS,CRS)	CRS	double	90000	90000	0.0214914	0.678411	5.42729
sm_mul(CRS,CRS)	CRS	double	100000	100000	0.0239907	0.67526	5.40208
