func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00863189	231.699
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0181281	372.35
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0542346	295.015
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0841824	371.218
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.131929	409.312
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.177234	483.824
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.238239	537.275
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.338517	538.378
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.475713	525.527
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0111586	179.234
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0279452	241.544
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.062996	253.984
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.125248	249.504
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.206887	261.012
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.326827	262.372
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.477298	268.176
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.666833	273.307
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.921158	271.398
