func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00225934
convert(COO,Dense)	Dense	float	2000	2000	0.00595836
convert(COO,Dense)	Dense	float	3000	3000	0.0163971
convert(COO,Dense)	Dense	float	4000	4000	0.0292431
convert(COO,Dense)	Dense	float	5000	5000	0.0444111
convert(COO,Dense)	Dense	float	6000	6000	0.0628761
convert(COO,Dense)	Dense	float	7000	7000	0.0850152
convert(COO,Dense)	Dense	float	8000	8000	0.108955
convert(COO,Dense)	Dense	float	9000	9000	0.13827
convert(COO,Dense)	Dense	float	10000	10000	0.168195
convert(COO,Dense)	Dense	double	1000	1000	0.00274851
convert(COO,Dense)	Dense	double	2000	2000	0.00871991
convert(COO,Dense)	Dense	double	3000	3000	0.030915
convert(COO,Dense)	Dense	double	4000	4000	0.0534417
convert(COO,Dense)	Dense	double	5000	5000	0.0838532
convert(COO,Dense)	Dense	double	6000	6000	0.118733
convert(COO,Dense)	Dense	double	7000	7000	0.161122
convert(COO,Dense)	Dense	double	8000	8000	0.206805
convert(COO,Dense)	Dense	double	9000	9000	0.261165
convert(COO,Dense)	Dense	double	10000	10000	0.317379
