func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_mul(CRS,CRS,CRS)	CRS	float	10000	10000	0.0015039	1.0772	6.46319
mm_mul(CRS,CRS,CRS)	CRS	float	20000	20000	0.00195425	1.65792	9.94754
mm_mul(CRS,CRS,CRS)	CRS	float	30000	30000	0.00295818	1.6429	9.85741
mm_mul(CRS,CRS,CRS)	CRS	float	40000	40000	0.00394911	1.64088	9.84526
mm_mul(CRS,CRS,CRS)	CRS	float	50000	50000	0.0102662	0.789	4.734
mm_mul(CRS,CRS,CRS)	CRS	float	60000	60000	0.0056148	1.73114	10.3868
mm_mul(CRS,CRS,CRS)	CRS	float	70000	70000	0.00655315	1.73046	10.3828
mm_mul(CRS,CRS,CRS)	CRS	float	80000	80000	0.0220942	0.586579	3.51947
mm_mul(CRS,CRS,CRS)	CRS	float	90000	90000	0.00839966	1.73578	10.4147
mm_mul(CRS,CRS,CRS)	CRS	float	100000	100000	0.00941048	1.72148	10.3289
mm_mul(CRS,CRS,CRS)	CRS	double	10000	10000	0.00157815	1.02652	12.3182
mm_mul(CRS,CRS,CRS)	CRS	double	20000	20000	0.00343703	0.942674	11.3121
mm_mul(CRS,CRS,CRS)	CRS	double	30000	30000	0.00558837	0.869664	10.436
mm_mul(CRS,CRS,CRS)	CRS	double	40000	40000	0.00759513	0.853178	10.2381
mm_mul(CRS,CRS,CRS)	CRS	double	50000	50000	0.0108316	0.747809	8.97371
mm_mul(CRS,CRS,CRS)	CRS	double	60000	60000	0.012541	0.77506	9.30072
mm_mul(CRS,CRS,CRS)	CRS	double	70000	70000	0.0167493	0.677045	8.12454
mm_mul(CRS,CRS,CRS)	CRS	double	80000	80000	0.0218452	0.593266	7.11919
mm_mul(CRS,CRS,CRS)	CRS	double	90000	90000	0.0204696	0.712274	8.54729
mm_mul(CRS,CRS,CRS)	CRS	double	100000	100000	0.0193455	0.837406	10.0489
