func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atan(CRS)	CRS	float	10000	10000	0.00148823	0.54427
m_atan(CRS)	CRS	float	20000	20000	0.00148016	1.09448
m_atan(CRS)	CRS	float	30000	30000	0.00224003	1.08481
m_atan(CRS)	CRS	float	40000	40000	0.00302548	1.0709
m_atan(CRS)	CRS	float	50000	50000	0.00380549	1.06425
m_atan(CRS)	CRS	float	60000	60000	0.00455723	1.06644
m_atan(CRS)	CRS	float	70000	70000	0.0053334	1.06311
m_atan(CRS)	CRS	float	80000	80000	0.00610232	1.06189
m_atan(CRS)	CRS	float	90000	90000	0.00686745	1.06153
m_atan(CRS)	CRS	float	100000	100000	0.00760187	1.06553
m_atan(CRS)	CRS	double	10000	10000	0.00147293	0.549924
m_atan(CRS)	CRS	double	20000	20000	0.00298227	0.543211
m_atan(CRS)	CRS	double	30000	30000	0.00458313	0.530206
m_atan(CRS)	CRS	double	40000	40000	0.00609158	0.531881
m_atan(CRS)	CRS	double	50000	50000	0.00755313	0.536201
m_atan(CRS)	CRS	double	60000	60000	0.00907039	0.535809
m_atan(CRS)	CRS	double	70000	70000	0.0104037	0.544998
m_atan(CRS)	CRS	double	80000	80000	0.00916005	0.70742
m_atan(CRS)	CRS	double	90000	90000	0.0102961	0.708037
m_atan(CRS)	CRS	double	100000	100000	0.0141375	0.572945
