func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00642506
convert(COO,CRS)	CRS	float	20000	20000	0.0121368
convert(COO,CRS)	CRS	float	30000	30000	0.0225037
convert(COO,CRS)	CRS	float	40000	40000	0.0306704
convert(COO,CRS)	CRS	float	50000	50000	0.038124
convert(COO,CRS)	CRS	float	60000	60000	0.045537
convert(COO,CRS)	CRS	float	70000	70000	0.0521835
convert(COO,CRS)	CRS	float	80000	80000	0.0603993
convert(COO,CRS)	CRS	float	90000	90000	0.0672007
convert(COO,CRS)	CRS	float	100000	100000	0.0745942
convert(COO,CRS)	CRS	double	10000	10000	0.00496738
convert(COO,CRS)	CRS	double	20000	20000	0.01338
convert(COO,CRS)	CRS	double	30000	30000	0.0290403
convert(COO,CRS)	CRS	double	40000	40000	0.0375428
convert(COO,CRS)	CRS	double	50000	50000	0.0460994
convert(COO,CRS)	CRS	double	60000	60000	0.0620863
convert(COO,CRS)	CRS	double	70000	70000	0.0724352
convert(COO,CRS)	CRS	double	80000	80000	0.0817732
convert(COO,CRS)	CRS	double	90000	90000	0.0922032
convert(COO,CRS)	CRS	double	100000	100000	0.102748
