func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.004615	433.369
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0130722	516.363
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0300991	531.577
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0610047	512.256
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.103262	522.941
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.160051	535.766
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.234869	544.985
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.334391	545.021
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.4638	539.025
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00849675	235.384
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0277176	243.527
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.063285	252.824
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.118742	263.175
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.202872	266.178
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.31843	269.29
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.471602	271.415
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.668884	272.469
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.914944	273.241
