func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00750645	266.438
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00459036	1470.47
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00907519	1763.05
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0155099	2014.84
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.025998	2077.09
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0416951	2056.6
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0613097	2087.76
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0889802	2048.21
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.122614	2038.92
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.027811	71.914
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0885385	76.238
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208946	76.5747
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406392	76.8961
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.683069	79.055
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.09258	78.4842
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.62552	78.7439
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31983	78.5617
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.18781	78.4237
