func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00857193	233.32
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0252378	267.456
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0597072	267.974
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0782398	399.413
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.114472	471.733
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.180882	474.065
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.249906	512.192
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.333293	546.816
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.467419	534.852
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00990515	201.915
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0293276	230.159
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.106918	149.647
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.11878	263.092
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.205601	262.644
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.326235	262.848
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.475525	269.176
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.68853	264.694
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.927452	269.556
