func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asinh(Dense)	Dense	float	1000	1000	0.000320531	3.11982
m_asinh(Dense)	Dense	float	2000	2000	0.00110132	3.632
m_asinh(Dense)	Dense	float	3000	3000	0.00239953	3.75073
m_asinh(Dense)	Dense	float	4000	4000	0.00384278	4.16365
m_asinh(Dense)	Dense	float	5000	5000	0.00530178	4.7154
m_asinh(Dense)	Dense	float	6000	6000	0.00730589	4.92753
m_asinh(Dense)	Dense	float	7000	7000	0.00965165	5.07685
m_asinh(Dense)	Dense	float	8000	8000	0.0125431	5.10239
m_asinh(Dense)	Dense	float	9000	9000	0.0158394	5.11384
m_asinh(Dense)	Dense	float	10000	10000	0.0194952	5.12947
m_asinh(Dense)	Dense	double	1000	1000	0.00140824	0.710104
m_asinh(Dense)	Dense	double	2000	2000	0.00551678	0.725061
m_asinh(Dense)	Dense	double	3000	3000	0.0125288	0.718346
m_asinh(Dense)	Dense	double	4000	4000	0.0221662	0.721818
m_asinh(Dense)	Dense	double	5000	5000	0.0346727	0.721029
m_asinh(Dense)	Dense	double	6000	6000	0.0498156	0.722665
m_asinh(Dense)	Dense	double	7000	7000	0.0682192	0.718273
m_asinh(Dense)	Dense	double	8000	8000	0.0886666	0.721805
m_asinh(Dense)	Dense	double	9000	9000	0.112223	0.721775
m_asinh(Dense)	Dense	double	10000	10000	0.13854	0.721811
