func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sign(Dense)	Dense	float	1000	1000	0.000179138	5.58229
m_sign(Dense)	Dense	float	2000	2000	0.000539188	7.41857
m_sign(Dense)	Dense	float	3000	3000	0.00113834	7.90627
m_sign(Dense)	Dense	float	4000	4000	0.0020831	7.68086
m_sign(Dense)	Dense	float	5000	5000	0.00282005	8.86509
m_sign(Dense)	Dense	float	6000	6000	0.00347842	10.3495
m_sign(Dense)	Dense	float	7000	7000	0.0047797	10.2517
m_sign(Dense)	Dense	float	8000	8000	0.00616315	10.3843
m_sign(Dense)	Dense	float	9000	9000	0.00778307	10.4072
m_sign(Dense)	Dense	float	10000	10000	0.00954304	10.4788
m_sign(Dense)	Dense	double	1000	1000	0.000271176	3.68764
m_sign(Dense)	Dense	double	2000	2000	0.000759346	5.26769
m_sign(Dense)	Dense	double	3000	3000	0.00153084	5.87913
m_sign(Dense)	Dense	double	4000	4000	0.00266491	6.00395
m_sign(Dense)	Dense	double	5000	5000	0.00418216	5.97777
m_sign(Dense)	Dense	double	6000	6000	0.00606119	5.93943
m_sign(Dense)	Dense	double	7000	7000	0.00820014	5.97551
m_sign(Dense)	Dense	double	8000	8000	0.0106335	6.01873
m_sign(Dense)	Dense	double	9000	9000	0.013385	6.05154
m_sign(Dense)	Dense	double	10000	10000	0.0164554	6.07704
