func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sinh(CRS)	CRS	float	10000	10000	0.000428972	1.88824
m_sinh(CRS)	CRS	float	20000	20000	0.000694864	2.33139
m_sinh(CRS)	CRS	float	30000	30000	0.000937924	2.59083
m_sinh(CRS)	CRS	float	40000	40000	0.00120408	2.69085
m_sinh(CRS)	CRS	float	50000	50000	0.00145257	2.78817
m_sinh(CRS)	CRS	float	60000	60000	0.00141266	3.44031
m_sinh(CRS)	CRS	float	70000	70000	0.00162944	3.47973
m_sinh(CRS)	CRS	float	80000	80000	0.00176872	3.66367
m_sinh(CRS)	CRS	float	90000	90000	0.00187341	3.8913
m_sinh(CRS)	CRS	float	100000	100000	0.0020593	3.93338
m_sinh(CRS)	CRS	double	10000	10000	0.00175158	0.46244
m_sinh(CRS)	CRS	double	20000	20000	0.00332511	0.487202
m_sinh(CRS)	CRS	double	30000	30000	0.0048822	0.497726
m_sinh(CRS)	CRS	double	40000	40000	0.00641634	0.50496
m_sinh(CRS)	CRS	double	50000	50000	0.00798096	0.507458
m_sinh(CRS)	CRS	double	60000	60000	0.00951396	0.510828
m_sinh(CRS)	CRS	double	70000	70000	0.0110687	0.512256
m_sinh(CRS)	CRS	double	80000	80000	0.0126181	0.513548
m_sinh(CRS)	CRS	double	90000	90000	0.0141684	0.514527
m_sinh(CRS)	CRS	double	100000	100000	0.0156972	0.516015
