func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asin(CRS)	CRS	float	10000	10000	0.00193684	0.418206
m_asin(CRS)	CRS	float	20000	20000	0.0023611	0.68612
m_asin(CRS)	CRS	float	30000	30000	0.00355346	0.683841
m_asin(CRS)	CRS	float	40000	40000	0.00476163	0.680439
m_asin(CRS)	CRS	float	50000	50000	0.00662049	0.611737
m_asin(CRS)	CRS	float	60000	60000	0.00874506	0.555743
m_asin(CRS)	CRS	float	70000	70000	0.0100315	0.56522
m_asin(CRS)	CRS	float	80000	80000	0.0118902	0.544985
m_asin(CRS)	CRS	float	90000	90000	0.0140728	0.518021
m_asin(CRS)	CRS	float	100000	100000	0.0155322	0.521496
m_asin(CRS)	CRS	double	10000	10000	0.00170964	0.473783
m_asin(CRS)	CRS	double	20000	20000	0.00337786	0.479593
m_asin(CRS)	CRS	double	30000	30000	0.00514805	0.472023
m_asin(CRS)	CRS	double	40000	40000	0.00771187	0.420131
m_asin(CRS)	CRS	double	50000	50000	0.00902943	0.448533
m_asin(CRS)	CRS	double	60000	60000	0.0150679	0.32254
m_asin(CRS)	CRS	double	70000	70000	0.0158204	0.358397
m_asin(CRS)	CRS	double	80000	80000	0.0170093	0.380968
m_asin(CRS)	CRS	double	90000	90000	0.0176224	0.413678
m_asin(CRS)	CRS	double	100000	100000	0.0181575	0.446098
