func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	vector	float	1000	0.000237777	0.00841124	0.0504674
axpy	vector	float	10000	0.00027234	0.0734377	0.440626
axpy	vector	float	100000	0.000265554	0.753142	4.51885
axpy	vector	float	1000000	0.000704185	2.84016	17.041
axpy	vector	float	10000000	0.00184652	10.8312	64.9872
axpy	vector	float	100000000	0.0130063	15.3771	92.2627
axpy	vector	double	1000	0.00025015	0.00799522	0.0959426
axpy	vector	double	10000	0.00027431	0.0729102	0.874923
axpy	vector	double	100000	0.000361703	0.55294	6.63528
axpy	vector	double	1000000	0.000836906	2.38976	28.6771
axpy	vector	double	10000000	0.00304451	6.5692	78.8304
axpy	vector	double	100000000	0.0250222	7.99291	95.9149
