func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	7.732e-06	0.387998	1.03466	
xpay	float	10000	8.6074e-06	3.48537	9.29433	
xpay	float	100000	9.6218e-06	31.1792	83.1445	
xpay	float	1000000	3.48337e-05	86.1235	229.663	
xpay	float	10000000	0.00365048	8.21809	21.9149	
xpay	float	100000000	0.0373337	8.03564	21.4284	
xpay	double	1000	7.6427e-06	0.392531	2.0935	
xpay	double	10000	7.9021e-06	3.79646	20.2478	
xpay	double	100000	1.10425e-05	27.1678	144.895	
xpay	double	1000000	6.00034e-05	49.9972	266.652	
xpay	double	10000000	0.013704	2.18914	11.6754	
xpay	double	100000000	0.0723681	4.14547	22.1092	
